title,link,image,author,discount,publisher,pubdate,isbn,description
파이썬 스타트 (AI로 가는 첫걸음),https://search.shopping.naver.com/book/catalog/33230969618,https://shopping-phinf.pstatic.net/main_3323096/33230969618.20221019120731.jpg,박희재,22500,인피니티북스,20220628,9791192373027,"이 책은 저자의 다양한 경험과 노하우를 바탕으로 파이썬을 좀 더 쉽게 이해할 수 있도록 다양한 그림과 아이콘을 활용하여 설명한다. 프로그래밍을 처음 배우는 초심자를 위한 기초 문법부터 인공지능·빅데이터·영상처리에 활용하는 심화 주제까지 파이썬 전반을 모두 다루고 있어 독자 스스로 목적과 필요에 맞게 학습할 수 있다. 또한 각 장의 마지막에는 학습한 내용을 점검해 볼 수 있는 다양한 종류와 난이도의 연습 문제를 제공한다.

ㆍ 6개의 유형으로 예제를 분류하여 다양한 학습기회를 제공
ㆍ 점검 퀴즈, 주·객관식 문제, 프로그래밍 문제, 프로젝트 문제를 수록
ㆍ 기본 모듈과 대표적인 라이브러리 활용에 대한 내용을 포함"
난생처음 파이썬 프로그래밍,https://search.shopping.naver.com/book/catalog/32458141395,https://shopping-phinf.pstatic.net/main_3245814/32458141395.20230905101035.jpg,우재남,22800,한빛아카데미,20210628,9791156645528,"실생활 예제와 동영상 강의로 난생처음 배우는 파이썬 프로그래밍

이 책은 파이썬의 핵심 문법을 다양한 삽화와 도식을 통해 시각적으로 설명하여 비전공자도 쉽고 재미있게 배울 수 있습니다. 또한 각 장마다 수록된 실생활 사례 위주의 [LAB]과 [실전 예제]를 실습하면서 프로그래밍 실력을 자연스럽게 향상시킬 수 있습니다. 파이썬의 기초 문법과 고급 문법을 배우고 나면 외부 라이브러리 Pillow, Pygame, Tkinter를 활용하여 완성도 높은 실전 프로젝트를 경험할 수 있습니다. 

※ 본 도서는 대학 강의용 교재로 개발되었으므로 연습문제 해답은 제공하지 않습니다."
파이썬,https://search.shopping.naver.com/book/catalog/32489150082,https://shopping-phinf.pstatic.net/main_3248915/32489150082.20230207165503.jpg,천인국,10800,인피니티북스,20170830,9791185578330,"컴퓨팅 사고(Computational Thinking)는 자넷 윙 교수가 2006년에 컴퓨터 학술지에서 언급한 이후로 컴퓨터 교육 분야에서 상당한 이슈가 되고 있는 용어이다. 컴퓨팅 사고는 복잡한 문제를 분해하여 문제 안에 내재된 패턴을 찾고 추상화 단계를 거쳐서 문제를 해결하는 알고리즘을 작성하는 과정이다. 작성된 알고리즘은 사람이 수행하거나 컴퓨터를 이용하여 자동화될 수 있다. 
이 책은 컴퓨팅 사고와 파이썬을 동시에 학습할 수 있도록 기획되었다. 파이썬은 컴퓨터를 전공하지 않은 학생들도 쉽게 사용할 수 있다는 큰 장점이 있다. 컴퓨팅 사고는 흥미로운 실습 예제가 많이 필요하다. 이 책에서는 최대한 많은 실습 예제를 간추려서 파이썬으로 실습할 수 있도록 하였다. 파이썬은 다양한 애니메이션이나 가상 실습을 만들 수 있는 최적의 도구이다. 학생들은 파이썬을 통하여 컴퓨터 프로그래밍의 기본적인 개념들과 컴퓨팅 사고에서 나타나는 다양한 실습을 수행할 수 있을 것이다."
코딩 자율학습 나도코딩의 파이썬 입문 (초보자 눈높이에 맞춘 친절한 프로그래밍 자습서),https://search.shopping.naver.com/book/catalog/37828235624,https://shopping-phinf.pstatic.net/main_3782823/37828235624.20230404163151.jpg,나도코딩,21600,길벗,20230220,9791140703302,"30만 명의 구독자와 2만 6천 명의 수강생이 증명한 최고의 파이썬 강의
나도코딩의 프로그래밍 학습 노하우를 배우자!

유튜브와 인프런 최고의 인기 강의를 한 권에 담았습니다. 일상 속 재미있는 예제로 파이썬 기본 개념을 배우고 1분 퀴즈, 실습 문제, 셀프체크로 이어지는 단계별 학습으로 파이썬을 완공할 수 있습니다. 이제 코딩은 선택이 아닌 필수! 코딩은 전공자만 배울 수 있다는 생각으로 지레 포기하지 마세요. 파이썬은 초보자가 가장 쉽게 배울 수 있는 프로그래밍 언어입니다. 관심만 있다면 누구나 코딩을 배울 수 있습니다. 나도코딩이 쉽고 재미있게 알려드립니다. 코딩을 처음 배우는 사람도 단계적 용어 설명과 친절한 지시선으로 막힘없이 따라 할 수 있습니다. 기본 설명 외에 팁, 노트 등을 적재적소에 배치해 혼자 공부할 때 생길 수 있는 의문점을 쉽게 해결할 수 있게 도와줍니다. 이제 〈코딩 자율학습 나도코딩의 파이썬 입문〉으로 완벽한 코딩 자율학습을 경험해 보세요."
CODING BASICS PYTHON (파이썬),https://search.shopping.naver.com/book/catalog/32440944646,https://shopping-phinf.pstatic.net/main_3244094/32440944646.20230509164030.jpg,김상민^장성식^김일태,18000,렉스미디어닷넷,20220210,9788959604210,"파이썬으로 다지는 프로그래밍의 기초

ㆍ 다양한 예제를 활용하여 초보자도 쉽게 프로그래밍의 기본을 익힐 수 있는 파이썬 입문서입니다.
ㆍ 문법을 사전식으로 나열하지 않고 기능적인 프로그램을 하나씩 완성하면서 익힐 수 있게 구성했습니다.
ㆍ 단계별로 완성하는 장별 예제 및 연습문제를 바탕으로 자신만의 프로그램을 완성할 수 있습니다."
파이썬,https://search.shopping.naver.com/book/catalog/32438172833,https://shopping-phinf.pstatic.net/main_3243817/32438172833.20230404163256.jpg,김영천,22500,기한재,20200225,9788970187990,▶ 이 책은 Python(파이썬)을 다룬 이론서입니다. Python(파이썬)의 기초적이고 전반적인 내용을 학습할 수 있습니다.
혼자 공부하는 데이터 분석 with 파이썬 (1:1 과외하듯 배우는 데이터 분석 자습서),https://search.shopping.naver.com/book/catalog/36555425618,https://shopping-phinf.pstatic.net/main_3655542/36555425618.20230103163017.jpg,박해선,23400,한빛미디어,20230102,9791169210287,"혼자 해도 충분하다! 1:1 과외하듯 배우는 데이터 분석 자습서

이 책은 독학으로 데이터 분석을 배우는 입문자가 ‘꼭 필요한 내용을 제대로 학습’할 수 있도록 구성했습니다. 뭘 모르는지조차 모르는 입문자의 막연한 마음에 십분 공감하여 과외 선생님이 알려주듯 친절하게, 핵심적인 내용만 콕콕 집어 줍니다. 책의 첫 페이지를 펼쳐서 마지막 페이지를 덮을 때까지, 혼자서도 충분히 데이터 분석을 배울 수 있다는 자신감과 확신이 계속될 것입니다!

베타리더 검증으로, ‘함께 만든’ 입문자 맞춤형 도서
베타리더와 함께 입문자에게 맞는 난이도, 분량, 학습 요소 등을 고민하고 이를 적극 반영했습니다. 어려운 용어와 개념은 한 번 더 풀어쓰고, 복잡한 설명은 눈에 잘 들어오는 그림으로 풀어냈습니다. ‘혼자 공부해 본’ 여러 입문자의 초심과 눈높이가 책 곳곳에 반영된 것이 이 책의 가장 큰 장점입니다.

누구를 위한 책인가요?

●	데이터 분석을 어떻게 시작할지 막막한 비전공자
●	파이썬을 배운 다음 의미 있는 실습을 해 보고 싶은 파이썬 입문자
●	프로그래밍은 알지만, 분석(통계)에 대한 이해가 필요한 개발자
●	데이터에서 유의미한 결과를 도출해 이를 기획이나 마케팅에 적용해 보고 싶은 직장인
●	데이터 분석가, 데이터 사이언티스트라는 직업에 관심 있는 모든 사람"
파이썬 (제2판),https://search.shopping.naver.com/book/catalog/32436240934,https://shopping-phinf.pstatic.net/main_3243624/32436240934.20230404163407.jpg,염기원,16200,북두,20220120,9791166750991,"책의 전반부는 비전공자의 입장에서 비전공자를 위한 파이썬 프로그래밍의 기초적인 내용으로 구성되어 있다. 프로그래밍에 익숙하거나 파이썬 경험이 있는 독자들은 곧바로 책의 후반부를 공부하는 것을 추천한다. 책의 전반부에서는 저자가 처음 컴퓨터 프로그래밍이라는 것을 배울 때 가장 어려워했던 변수와 메모리 관계, 특성에 대해서 상세하게 설명하면서 비전공자들이 쉽게 프로그래밍에 입문할 수 있도록 하였다. 대부분의 프로그래밍 교재와 다를바 없이, 파이썬으로 프로그램을 작성할 수 있도록 개발환경을 설치하는 과정과 사용 가능한 프로그래밍 툴에 대해서도 빠지지 않고 최대한 상세한 설명과 충분한 그림을 삽입하였다. 또한, 전반부의 뒷부분은 데이터 분석에 필요한 파이썬 프로그램 위주로 구성해서 앞부분의 기초 프로그래밍 지식을 바탕으로 본격적인 데이터 분석을 위한 토대를 마련할 수 있도록 구성하였다."
파이썬 머신러닝 완벽 가이드 (다양한 캐글 예제와 함께 기초 알고리즘부터 최신 기법까지 배우는),https://search.shopping.naver.com/book/catalog/32485894885,https://shopping-phinf.pstatic.net/main_3248589/32485894885.20230620101232.jpg,권철민,34560,위키북스,20220421,9791158393229,"자세한 이론 설명과 파이썬 실습을 통해 머신러닝을 완벽하게 배울 수 있습니다!

《파이썬 머신러닝 완벽 가이드》는 이론 위주의 머신러닝 책에서 탈피해, 다양한 실전 예제를 직접 구현해 보면서 머신러닝을 체득할 수 있도록 만들었습니다. 캐글과 UCI 머신러닝 리포지토리에서 난이도가 있는 실습 데이터를 기반으로 실전 예제를 구성했고, XGBoost, LightGBM, 스태킹 기법 등 캐글의 많은 데이터 사이언스에서 애용하는 최신 알고리즘과 기법을 상세하게 설명했습니다.

이번 개정2판에서는 최신 사이킷런 버전(1.0.2)을 포함해 책에서 사용되는 모든 라이브러리를 최신 버전으로 업그레이드한 실습 코드를 구현하고, 다양한 유형의 하이퍼파라미터를 가지는 XGBoost나 LightGBM 모델의 최적 하이퍼파라미터 튜닝을 위한 베이지안 최적화 기법 적용 실습을 제공합니다. 또한 머신러닝 관련 데이터 분석에 널리 쓰이는 시각화 라이브러리인 matplotlib과 seaborn의 활용법을 다룬 장을 새롭게 추가했습니다."
파이썬 (비전공자를위한 파이썬 기초 입문서),https://search.shopping.naver.com/book/catalog/32436003648,https://shopping-phinf.pstatic.net/main_3243600/32436003648.20230328161815.jpg,김명호,16200,에듀웨이,20190525,9791186179369,"막막했던 파이썬, 이제 한 권으로 기초를 배우는
파이썬 사용 설명서!

전 세계적으로 유명한 구글(Google)이 자신의 많은 서비스를 파이썬으로 제공하고 있습니다. 이것은 구글의 뛰어난 서비스를 개인의 비즈니스에 쉽게 이용할 수 있다는 의미입니다.  이러한 발전에 맞춰 파이썬 문법의 기초를 쉽게 이해할 수 있도록 이 책에서는 친절한 도해와 함께 코딩 개념을 설명합니다. 파이썬을 처음 배우는 학생부터 비전공자, 코딩 실력을 높이려는 직장인까지 기본 문법부터 예제를 통한 활용 실력을 높여 파이썬 프로그래밍을 마스터할 수 있습니다. 가장 쉽고, 빠르게, 효율적인 파이썬 사용 설명서! ‘한 권으로 끝내는 파이썬’에서 찾아보세요."
파이썬,https://search.shopping.naver.com/book/catalog/32505098970,https://shopping-phinf.pstatic.net/main_3250509/32505098970.20220527074158.jpg,서정원^김태령,27550,생능출판,20190228,9788970509723,"이 책은 지금까지 경험하지 못한 코딩 교육의 진수를 보여준다. “코딩 교육이 가야 할 방향은 컴퓨팅 사고력을 높이는 것이다.”라고 이 책의 저자들이 말하듯, “디지털 시대에 적합한 창의력과 문제해결력을 기르기 위한 코딩의 기초부터 응용까지 컴퓨터 코드를 작성하는 것은 물론이고, 알고리즘 학습을 통한 컴퓨팅 사고력을 완전 정복한다."
